,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,1.0,0.7065223034553741,0.8452849165762546,0.6930990002823334,0.4941591715351054,0.6969022952163818,0.6837610299302513,0.6278791885173274,0.6469806816710283,0.5774856857398529,0.6642127621465473,-0.7828801804327553,-0.6534999231739026,-0.38276715079032775,0.12425332797690608,0.8138742006889172,0.3822979969366566
1,0.7065223034553741,1.0,0.8133983517803517,0.8888001123641238,0.7067174525955954,0.7358856600106332,0.6746104276593251,0.7941852762807676,0.7424258973657247,0.32409757133913264,0.6073458028436206,-0.778615378722007,-0.6271286132573407,-0.20728823447711087,0.08675195847137539,0.7823557165696622,0.18011798979591243
2,0.8452849165762546,0.8133983517803517,1.0,0.8565904556600569,0.6441171126483921,0.8164161813041274,0.6615442344818768,0.8033035778171902,0.8477699367883448,0.5719483113139724,0.7285670779919958,-0.9398966011777685,-0.7247976881948671,-0.3907307495444589,0.04476467042298452,0.9181080085982748,0.37738103759283326
3,0.6930990002823334,0.8888001123641238,0.8565904556600569,1.0,0.8334821410500045,0.7595446421686164,0.8606432405700274,0.8113651420748893,0.7560715784864637,0.40018312119092536,0.6044682671179136,-0.8094062490223569,-0.5934439433256758,-0.21955328498616844,0.24456798416099387,0.7435630129111978,0.2299893539520937
4,0.4941591715351054,0.7067174525955954,0.6441171126483921,0.8334821410500045,1.0,0.720073428753348,0.7309276718666786,0.7283493098494244,0.6645218038207997,0.21371291332435832,0.6547454867890311,-0.588011264004438,-0.3072947453877494,-0.2092149606413034,0.25352500336194267,0.6014160140420601,0.2843513907975568
5,0.6969022952163818,0.7358856600106332,0.8164161813041274,0.7595446421686164,0.720073428753348,1.0,0.606101698824087,0.7981996680982583,0.8257036541779057,0.4430148130223449,0.8294771286900502,-0.7695080337192972,-0.4122272750039654,-0.32354531930295344,0.23589361065758552,0.7215666931902109,0.3918450684157388
6,0.6837610299302513,0.6746104276593251,0.6615442344818768,0.8606432405700274,0.7309276718666786,0.606101698824087,1.0,0.6231807071034756,0.5794290983211446,0.3820907896744927,0.5049671294699921,-0.6553476920092808,-0.43294556140882356,-0.16343312316635988,0.32552233807893255,0.5328370604799628,0.311459970760805
7,0.6278791885173274,0.7941852762807676,0.8033035778171902,0.8113651420748893,0.7283493098494244,0.7981996680982583,0.6231807071034756,1.0,0.7671902547962307,0.6777041843261709,0.6500421574611385,-0.8006268998669437,-0.5717235475198276,-0.18746086849935437,0.41780549299481073,0.8207350609595919,0.4077654371679112
8,0.6469806816710283,0.7424258973657247,0.8477699367883448,0.7560715784864637,0.6645218038207997,0.8257036541779057,0.5794290983211446,0.7671902547962307,1.0,0.4879705272283791,0.7965140235227457,-0.8593419039194842,-0.5434200298527511,-0.311767926312557,0.13117390169123336,0.7843882313763578,0.2812832733469257
9,0.5774856857398529,0.32409757133913264,0.5719483113139724,0.40018312119092536,0.21371291332435832,0.4430148130223449,0.3820907896744927,0.6777041843261709,0.4879705272283791,1.0,0.34916958671959936,-0.6835822528123707,-0.6272895897623014,-0.16433494153765468,0.4858870941248921,0.6929878904522211,0.2933732840034838
10,0.6642127621465473,0.6073458028436206,0.7285670779919958,0.6044682671179136,0.6547454867890311,0.8294771286900502,0.5049671294699921,0.6500421574611385,0.7965140235227457,0.34916958671959936,1.0,-0.7141032267896943,-0.2393211452184328,-0.48069553932739195,0.052468336033593785,0.6917764627955081,0.4524194802161363
11,-0.7828801804327553,-0.778615378722007,-0.9398966011777685,-0.8094062490223569,-0.588011264004438,-0.7695080337192972,-0.6553476920092808,-0.8006268998669437,-0.8593419039194842,-0.6835822528123707,-0.7141032267896943,1.0,0.780483021512984,0.3304351839287268,-0.1247431788107733,-0.9206330700326643,-0.2675125906104887
12,-0.6534999231739026,-0.6271286132573407,-0.7247976881948671,-0.5934439433256758,-0.3072947453877494,-0.4122272750039654,-0.43294556140882356,-0.5717235475198276,-0.5434200298527511,-0.6272895897623014,-0.2393211452184328,0.780483021512984,1.0,-0.049935787980740325,-0.11846457688324209,-0.7600629004788197,-0.08536090027016259
13,-0.38276715079032775,-0.20728823447711087,-0.3907307495444589,-0.21955328498616844,-0.2092149606413034,-0.32354531930295344,-0.16343312316635988,-0.18746086849935437,-0.311767926312557,-0.16433494153765468,-0.48069553932739195,0.3304351839287268,-0.049935787980740325,1.0,0.38056986287090017,-0.38144101559127636,-0.2670119795739385
14,0.12425332797690608,0.08675195847137539,0.04476467042298452,0.24456798416099387,0.25352500336194267,0.23589361065758552,0.32552233807893255,0.41780549299481073,0.13117390169123336,0.4858870941248921,0.052468336033593785,-0.1247431788107733,-0.11846457688324209,0.38056986287090017,1.0,0.07794641177439772,-0.11290710575874721
15,0.8138742006889172,0.7823557165696622,0.9181080085982748,0.7435630129111978,0.6014160140420601,0.7215666931902109,0.5328370604799628,0.8207350609595919,0.7843882313763578,0.6929878904522211,0.6917764627955081,-0.9206330700326643,-0.7600629004788197,-0.38144101559127636,0.07794641177439772,1.0,0.336280565506953
16,0.3822979969366566,0.18011798979591243,0.37738103759283326,0.2299893539520937,0.2843513907975568,0.3918450684157388,0.311459970760805,0.4077654371679112,0.2812832733469257,0.2933732840034838,0.4524194802161363,-0.2675125906104887,-0.08536090027016259,-0.2670119795739385,-0.11290710575874721,0.336280565506953,1.0
